DEPTH,NPHI,RHOB,GR,RT,PEF,CALI,DT,FM. LABEL
3023.9,0.068,2.61,5.372,5.302,8.584,8.625,60.905,Ekofisk Fm. Top
3024.0,0.068,2.61,5.837,5.273,8.515,8.625,60.11,Ekofisk Fm. Top
3024.1,0.068,2.611,6.139,5.244,8.484,8.625,59.297,Ekofisk Fm. Top
3024.2,0.067,2.613,5.699,5.2,8.49,8.625,58.52,Ekofisk Fm. Top
3024.3,0.067,2.615,5.261,5.14,8.495,8.625,58.331,Ekofisk Fm. Top
3024.4,0.068,2.615,5.519,5.119,8.468,8.625,58.067,Ekofisk Fm. Top
3024.5,0.072,2.612,5.567,5.101,8.4,8.625,56.824,Ekofisk Fm. Top
3024.6,0.077,2.607,6.332,5.083,8.329,8.625,58.424,Ekofisk Fm. Top
3024.7,0.082,2.599,7.27,5.044,8.29,8.625,60.824,Ekofisk Fm. Top
3024.8,0.083,2.588,7.42,4.986,8.279,8.648,61.138,Ekofisk Fm. Top
3024.9,0.085,2.578,7.382,4.911,8.276,8.672,61.789,Ekofisk Fm. Top
3025.0,0.089,2.57,7.472,4.846,8.261,8.664,62.434,Ekofisk Fm. Top
3025.1,0.09,2.568,7.153,4.851,8.242,8.625,61.759,Ekofisk Fm. Top
3025.2,0.091,2.57,7.613,4.813,8.235,8.625,61.718,Ekofisk Fm. Top
3025.3,0.093,2.573,7.22,4.766,8.231,8.625,62.097,Ekofisk Fm. Top
3025.4,0.094,2.573,7.195,4.729,8.202,8.625,62.47,Ekofisk Fm. Top
3025.5,0.095,2.57,7.804,4.699,8.149,8.625,63.062,Ekofisk Fm. Top
3025.6,0.096,2.564,7.297,4.706,8.122,8.625,63.803,Ekofisk Fm. Top
3025.7,0.097,2.561,6.935,4.645,8.15,8.625,63.557,Ekofisk Fm. Top
3025.8,0.098,2.562,6.729,4.577,8.217,8.625,63.949,Ekofisk Fm. Top
3025.9,0.099,2.567,6.811,4.49,8.287,8.625,64.967,Ekofisk Fm. Top
3026.0,0.103,2.572,7.718,4.405,8.323,8.602,64.98,Ekofisk Fm. Top
3026.1,0.101,2.575,8.075,4.368,8.314,8.578,64.792,Ekofisk Fm. Top
3026.2,0.103,2.574,7.831,4.298,8.282,8.625,64.389,Ekofisk Fm. Top
3026.3,0.106,2.57,8.097,4.263,8.262,8.625,63.767,Ekofisk Fm. Top
3026.4,0.107,2.566,8.273,4.237,8.268,8.625,63.758,Ekofisk Fm. Top
3026.5,0.107,2.562,8.822,4.161,8.285,8.625,64.657,Ekofisk Fm. Top
3026.6,0.106,2.559,8.715,4.089,8.299,8.625,66.898,Ekofisk Fm. Top
3026.7,0.104,2.556,7.794,4.026,8.308,8.625,68.909,Ekofisk Fm. Top
3026.8,0.102,2.554,7.76,3.984,8.324,8.625,70.2,Ekofisk Fm. Top
3026.9,0.101,2.552,8.543,3.972,8.333,8.625,70.643,Ekofisk Fm. Top
3027.0,0.1,2.55,8.214,3.96,8.321,8.625,70.667,Ekofisk Fm. Top
3027.1,0.1,2.549,8.257,3.953,8.29,8.625,70.131,Ekofisk Fm. Top
3027.2,0.101,2.552,8.131,3.926,8.267,8.625,69.525,Ekofisk Fm. Top
3027.3,0.102,2.558,8.557,3.898,8.269,8.625,68.936,Ekofisk Fm. Top
3027.4,0.103,2.566,9.06,3.878,8.29,8.625,68.451,Ekofisk Fm. Top
3027.5,0.105,2.572,9.052,3.833,8.304,8.625,67.943,Ekofisk Fm. Top
3027.6,0.107,2.573,9.502,3.781,8.304,8.625,67.384,Ekofisk Fm. Top
3027.7,0.108,2.57,9.934,3.747,8.292,8.625,66.67,Ekofisk Fm. Top
3027.8,0.108,2.567,10.621,3.719,8.276,8.625,65.828,Ekofisk Fm. Top
3027.9,0.106,2.567,10.771,3.7,8.267,8.625,64.96,Ekofisk Fm. Top
3028.0,0.105,2.569,9.71,3.682,8.284,8.625,64.236,Ekofisk Fm. Top
3028.1,0.103,2.571,9.052,3.643,8.347,8.625,63.914,Ekofisk Fm. Top
3028.2,0.102,2.571,8.946,3.633,8.435,8.625,63.925,Ekofisk Fm. Top
3028.3,0.101,2.57,8.554,3.635,8.51,8.625,64.75,Ekofisk Fm. Top
3028.4,0.101,2.568,7.516,3.633,8.543,8.625,65.517,Ekofisk Fm. Top
3028.5,0.101,2.568,7.87,3.621,8.521,8.625,66.239,Ekofisk Fm. Top
3028.6,0.1,2.569,8.436,3.607,8.473,8.625,66.894,Ekofisk Fm. Top
3028.7,0.098,2.571,8.046,3.6,8.418,8.625,67.277,Ekofisk Fm. Top
3028.8,0.096,2.572,8.229,3.592,8.371,8.625,67.441,Ekofisk Fm. Top
3028.9,0.095,2.571,8.416,3.588,8.337,8.625,67.769,Ekofisk Fm. Top
3029.0,0.097,2.571,9.107,3.574,8.322,8.625,68.115,Ekofisk Fm. Top
3029.1,0.1,2.572,9.527,3.565,8.31,8.625,68.478,Ekofisk Fm. Top
3029.2,0.103,2.572,10.773,3.567,8.288,8.625,68.692,Ekofisk Fm. Top
3029.3,0.103,2.568,10.479,3.577,8.27,8.649,68.934,Ekofisk Fm. Top
3029.4,0.102,2.564,10.212,3.577,8.287,8.703,69.215,Ekofisk Fm. Top
3029.5,0.104,2.562,10.854,3.577,8.33,8.687,69.189,Ekofisk Fm. Top
3029.6,0.103,2.563,10.334,3.574,8.374,8.672,69.092,Ekofisk Fm. Top
3029.7,0.104,2.564,9.311,3.574,8.373,8.672,68.927,Ekofisk Fm. Top
3029.8,0.104,2.565,9.084,3.576,8.325,8.625,68.437,Ekofisk Fm. Top
3029.9,0.104,2.566,9.108,3.573,8.263,8.625,67.947,Ekofisk Fm. Top
3030.0,0.104,2.566,9.136,3.575,8.218,8.625,67.535,Ekofisk Fm. Top
3030.1,0.102,2.564,9.098,3.583,8.204,8.672,67.141,Ekofisk Fm. Top
3030.2,0.102,2.562,9.07,3.568,8.206,8.672,66.834,Ekofisk Fm. Top
3030.3,0.102,2.561,9.859,3.535,8.217,8.672,66.719,Ekofisk Fm. Top
3030.4,0.102,2.561,9.572,3.528,8.233,8.672,66.815,Ekofisk Fm. Top
3030.5,0.101,2.559,9.138,3.528,8.249,8.672,67.037,Ekofisk Fm. Top
3030.6,0.1,2.557,9.522,3.524,8.265,8.672,67.452,Ekofisk Fm. Top
3030.7,0.1,2.555,9.684,3.531,8.286,8.672,67.894,Ekofisk Fm. Top
3030.8,0.101,2.556,9.807,3.568,8.323,8.672,68.297,Ekofisk Fm. Top
3030.9,0.107,2.558,9.917,3.607,8.362,8.648,68.518,Ekofisk Fm. Top
3031.0,0.105,2.56,9.838,3.626,8.397,8.672,68.424,Ekofisk Fm. Top
3031.1,0.102,2.561,9.415,3.613,8.43,8.687,68.146,Ekofisk Fm. Top
3031.2,0.101,2.56,9.183,3.574,8.459,8.672,67.655,Ekofisk Fm. Top
3031.3,0.098,2.559,9.256,3.511,8.475,8.672,67.221,Ekofisk Fm. Top
3031.4,0.096,2.559,9.37,3.561,8.463,8.672,66.856,Ekofisk Fm. Top
3031.5,0.097,2.56,9.218,3.619,8.429,8.648,66.773,Ekofisk Fm. Top
3031.6,0.095,2.561,8.729,3.648,8.401,8.625,66.86,Ekofisk Fm. Top
3031.7,0.093,2.562,8.264,3.645,8.396,8.625,67.064,Ekofisk Fm. Top
3031.8,0.088,2.562,7.839,3.636,8.425,8.648,67.303,Ekofisk Fm. Top
3031.9,0.089,2.565,7.831,3.63,8.471,8.672,67.587,Ekofisk Fm. Top
3032.0,0.087,2.571,7.445,3.624,8.515,8.625,67.906,Ekofisk Fm. Top
3032.1,0.086,2.576,7.066,3.618,8.538,8.625,68.135,Ekofisk Fm. Top
3032.2,0.086,2.577,7.027,3.614,8.525,8.625,68.269,Ekofisk Fm. Top
3032.3,0.086,2.575,7.125,3.612,8.482,8.625,68.307,Ekofisk Fm. Top
3032.4,0.086,2.572,6.837,3.614,8.435,8.625,67.949,Ekofisk Fm. Top
3032.5,0.086,2.57,6.248,3.62,8.412,8.625,67.433,Ekofisk Fm. Top
3032.6,0.087,2.569,6.377,3.615,8.423,8.625,66.737,Ekofisk Fm. Top
3032.7,0.087,2.57,6.088,3.617,8.439,8.625,65.928,Ekofisk Fm. Top
3032.8,0.084,2.573,6.116,3.64,8.425,8.648,65.175,Ekofisk Fm. Top
3032.9,0.087,2.577,6.136,3.652,8.387,8.672,64.522,Ekofisk Fm. Top
3033.0,0.086,2.579,5.91,3.649,8.353,8.625,64.297,Ekofisk Fm. Top
3033.1,0.085,2.582,6.551,3.651,8.351,8.625,64.2,Ekofisk Fm. Top
3033.2,0.084,2.584,6.049,3.668,8.36,8.625,64.227,Ekofisk Fm. Top
3033.3,0.083,2.585,5.763,3.687,8.355,8.625,64.901,Ekofisk Fm. Top
3033.4,0.083,2.585,5.561,3.726,8.327,8.625,65.66,Ekofisk Fm. Top
3033.5,0.084,2.584,5.561,3.766,8.298,8.625,66.313,Ekofisk Fm. Top
3033.6,0.085,2.581,6.207,3.807,8.296,8.625,66.942,Ekofisk Fm. Top
3033.7,0.086,2.578,6.644,3.836,8.319,8.625,67.523,Ekofisk Fm. Top
3033.8,0.088,2.578,6.648,3.888,8.346,8.625,67.987,Ekofisk Fm. Top
3033.9,0.088,2.577,7.526,3.936,8.364,8.625,68.337,Ekofisk Fm. Top
3034.0,0.086,2.575,8.773,3.983,8.368,8.648,68.589,Ekofisk Fm. Top
3034.1,0.089,2.574,9.52,4.013,8.358,8.625,68.623,Ekofisk Fm. Top
3034.2,0.089,2.573,9.209,4.025,8.335,8.625,68.614,Ekofisk Fm. Top
3034.3,0.089,2.573,7.991,4.079,8.319,8.625,68.511,Ekofisk Fm. Top
3034.4,0.09,2.575,8.263,4.129,8.326,8.625,68.017,Ekofisk Fm. Top
3034.5,0.092,2.576,7.019,4.175,8.341,8.625,67.599,Ekofisk Fm. Top
3034.6,0.093,2.578,6.919,4.24,8.341,8.625,67.225,Ekofisk Fm. Top
3034.7,0.095,2.579,7.411,4.309,8.316,8.625,66.845,Ekofisk Fm. Top
3034.8,0.096,2.579,8.618,4.354,8.285,8.625,66.65,Ekofisk Fm. Top
3034.9,0.096,2.578,10.115,4.373,8.267,8.625,66.624,Ekofisk Fm. Top
3035.0,0.097,2.578,9.679,4.329,8.259,8.648,67.185,Ekofisk Fm. Top
3035.1,0.097,2.578,10.68,4.348,8.251,8.625,67.564,Ekofisk Fm. Top
3035.2,0.096,2.579,10.815,4.47,8.24,8.625,67.773,Ekofisk Fm. Top
3035.3,0.095,2.58,10.154,4.571,8.244,8.625,67.218,Ekofisk Fm. Top
3035.4,0.094,2.58,10.322,4.635,8.276,8.625,65.892,Ekofisk Fm. Top
3035.5,0.093,2.58,10.318,4.654,8.315,8.625,63.774,Ekofisk Fm. Top
3035.6,0.092,2.581,10.904,4.621,8.339,8.625,63.181,Ekofisk Fm. Top
3035.7,0.091,2.582,9.942,4.557,8.347,8.625,63.403,Ekofisk Fm. Top
3035.8,0.092,2.584,9.424,4.596,8.355,8.625,64.582,Ekofisk Fm. Top
3035.9,0.092,2.585,10.149,4.7,8.366,8.625,65.227,Ekofisk Fm. Top
3036.0,0.093,2.587,10.021,4.808,8.368,8.625,65.575,Ekofisk Fm. Top
3036.1,0.093,2.589,9.253,4.939,8.353,8.625,65.543,Ekofisk Fm. Top
3036.2,0.092,2.593,10.052,5.055,8.333,8.625,65.203,Ekofisk Fm. Top
3036.3,0.09,2.597,10.368,5.118,8.334,8.625,64.79,Ekofisk Fm. Top
3036.4,0.088,2.599,10.543,5.009,8.352,8.625,64.324,Ekofisk Fm. Top
3036.5,0.085,2.597,10.908,4.917,8.359,8.625,63.83,Ekofisk Fm. Top
3036.6,0.081,2.593,10.043,4.986,8.345,8.625,63.333,Ekofisk Fm. Top
3036.7,0.077,2.592,8.38,5.341,8.332,8.625,62.841,Ekofisk Fm. Top
3036.8,0.074,2.597,8.154,5.463,8.339,8.625,62.341,Ekofisk Fm. Top
3036.9,0.073,2.604,8.186,5.526,8.342,8.625,61.876,Ekofisk Fm. Top
3037.0,0.074,2.609,7.639,5.566,8.328,8.578,61.519,Ekofisk Fm. Top
3037.1,0.069,2.612,7.418,5.564,8.301,8.625,61.208,Ekofisk Fm. Top
3037.2,0.067,2.614,7.234,5.631,8.282,8.625,60.904,Ekofisk Fm. Top
3037.3,0.064,2.614,7.412,5.804,8.287,8.625,60.562,Ekofisk Fm. Top
3037.4,0.062,2.614,7.252,5.847,8.315,8.625,60.431,Ekofisk Fm. Top
3037.5,0.061,2.615,5.956,5.866,8.334,8.625,60.411,Ekofisk Fm. Top
3037.6,0.061,2.617,6.211,5.948,8.318,8.625,60.457,Ekofisk Fm. Top
3037.7,0.062,2.621,6.93,5.984,8.279,8.625,60.52,Ekofisk Fm. Top
3037.8,0.062,2.625,7.639,6.023,8.269,8.625,60.603,Ekofisk Fm. Top
3037.9,0.062,2.629,7.735,6.122,8.32,8.625,60.786,Ekofisk Fm. Top
3038.0,0.062,2.63,7.768,6.219,8.403,8.625,60.99,Ekofisk Fm. Top
3038.1,0.062,2.63,8.31,6.279,8.454,8.625,61.217,Ekofisk Fm. Top
3038.2,0.062,2.629,7.682,6.298,8.432,8.625,61.555,Ekofisk Fm. Top
3038.3,0.062,2.629,6.78,6.325,8.374,8.625,61.709,Ekofisk Fm. Top
3038.4,0.06,2.631,6.791,6.305,8.343,8.625,61.711,Ekofisk Fm. Top
3038.5,0.062,2.632,5.689,6.319,8.341,8.578,62.066,Ekofisk Fm. Top
3038.6,0.061,2.633,5.984,6.352,8.348,8.578,62.332,Ekofisk Fm. Top
3038.7,0.061,2.633,6.815,6.446,8.35,8.578,62.504,Ekofisk Fm. Top
3038.8,0.061,2.633,6.764,6.479,8.366,8.578,62.781,Ekofisk Fm. Top
3038.9,0.058,2.633,7.408,6.513,8.411,8.625,63.037,Ekofisk Fm. Top
3039.0,0.057,2.632,6.917,6.494,8.462,8.625,63.261,Ekofisk Fm. Top
3039.1,0.056,2.631,5.429,6.501,8.475,8.625,63.456,Ekofisk Fm. Top
3039.2,0.058,2.63,5.332,6.521,8.446,8.578,63.568,Ekofisk Fm. Top
3039.3,0.058,2.631,5.189,6.498,8.422,8.578,63.554,Ekofisk Fm. Top
3039.4,0.061,2.632,5.867,6.501,8.43,8.578,63.455,Ekofisk Fm. Top
3039.5,0.064,2.632,6.576,6.508,8.432,8.578,63.351,Ekofisk Fm. Top
3039.6,0.064,2.628,7.237,6.509,8.393,8.578,63.266,Ekofisk Fm. Top
3039.7,0.065,2.623,7.777,6.542,8.331,8.625,63.327,Ekofisk Fm. Top
3039.8,0.066,2.617,7.605,6.558,8.311,8.625,63.438,Ekofisk Fm. Top
3039.9,0.066,2.612,7.33,6.579,8.352,8.625,63.593,Ekofisk Fm. Top
3040.0,0.066,2.609,7.99,6.599,8.414,8.625,63.742,Ekofisk Fm. Top
3040.1,0.069,2.609,7.169,6.562,8.432,8.602,63.817,Ekofisk Fm. Top
3040.2,0.07,2.611,7.328,6.593,8.395,8.578,63.676,Ekofisk Fm. Top
3040.3,0.068,2.612,7.608,6.653,8.344,8.602,63.293,Ekofisk Fm. Top
3040.4,0.069,2.612,7.451,6.651,8.327,8.625,62.818,Ekofisk Fm. Top
3040.5,0.068,2.614,7.665,6.662,8.367,8.625,62.336,Ekofisk Fm. Top
3040.6,0.068,2.616,7.922,6.689,8.443,8.625,61.918,Ekofisk Fm. Top
3040.7,0.068,2.614,9.448,6.704,8.52,8.625,61.554,Ekofisk Fm. Top
3040.8,0.064,2.61,8.421,6.631,8.574,8.672,61.322,Ekofisk Fm. Top
3040.9,0.063,2.606,7.902,6.542,8.596,8.648,61.147,Ekofisk Fm. Top
3041.0,0.065,2.605,7.216,6.527,8.595,8.625,61.012,Ekofisk Fm. Top
3041.1,0.065,2.607,7.174,6.784,8.581,8.625,60.93,Ekofisk Fm. Top
3041.2,0.065,2.609,7.352,6.817,8.536,8.625,60.992,Ekofisk Fm. Top
3041.3,0.066,2.612,6.7,6.899,8.447,8.625,61.154,Ekofisk Fm. Top
3041.4,0.066,2.614,6.297,6.958,8.317,8.625,61.238,Ekofisk Fm. Top
3041.5,0.065,2.616,6.835,6.95,8.208,8.625,61.283,Ekofisk Fm. Top
3041.6,0.063,2.616,7.571,6.931,8.172,8.625,61.295,Ekofisk Fm. Top
3041.7,0.061,2.613,7.864,6.904,8.205,8.641,61.026,Ekofisk Fm. Top
3041.8,0.059,2.611,8.129,6.916,8.253,8.625,60.807,Ekofisk Fm. Top
3041.9,0.057,2.61,7.74,7.196,8.261,8.625,60.638,Ekofisk Fm. Top
3042.0,0.056,2.612,6.989,7.321,8.244,8.625,60.357,Ekofisk Fm. Top
3042.1,0.055,2.62,6.985,7.391,8.274,8.625,60.119,Ekofisk Fm. Top
3042.2,0.054,2.629,5.612,7.424,8.367,8.625,59.941,Ekofisk Fm. Top
3042.3,0.053,2.635,5.659,7.457,8.431,8.625,59.822,Ekofisk Fm. Top
3042.4,0.052,2.641,5.707,7.493,8.494,8.625,59.778,Ekofisk Fm. Top
3042.5,0.052,2.643,6.047,7.51,8.48,8.625,59.845,Ekofisk Fm. Top
3042.6,0.052,2.644,6.122,7.564,8.446,8.625,59.987,Ekofisk Fm. Top
3042.7,0.052,2.643,5.947,7.636,8.429,8.625,60.152,Ekofisk Fm. Top
3042.8,0.052,2.642,5.885,7.723,8.447,8.625,60.337,Ekofisk Fm. Top
3042.9,0.051,2.639,6.12,7.802,8.474,8.625,60.319,Ekofisk Fm. Top
3043.0,0.051,2.637,6.549,7.853,8.486,8.641,60.263,Ekofisk Fm. Top
3043.1,0.051,2.638,7.44,7.927,8.478,8.625,60.225,Ekofisk Fm. Top
3043.2,0.052,2.639,7.716,7.994,8.472,8.625,60.035,Ekofisk Fm. Top
3043.3,0.053,2.64,7.177,7.994,8.483,8.625,59.788,Ekofisk Fm. Top
3043.4,0.053,2.638,7.517,8.042,8.49,8.625,59.507,Ekofisk Fm. Top
3043.5,0.053,2.635,7.303,8.025,8.476,8.625,59.282,Ekofisk Fm. Top
3043.6,0.052,2.634,6.654,7.988,8.45,8.625,59.107,Ekofisk Fm. Top
3043.7,0.051,2.635,6.804,7.966,8.444,8.625,59.046,Ekofisk Fm. Top
3043.8,0.049,2.638,6.58,7.924,8.467,8.625,59.042,Ekofisk Fm. Top
3043.9,0.048,2.64,5.12,7.932,8.487,8.625,59.076,Ekofisk Fm. Top
3044.0,0.048,2.641,5.367,7.971,8.473,8.625,59.177,Ekofisk Fm. Top
3044.1,0.049,2.64,5.957,7.966,8.43,8.625,59.269,Ekofisk Fm. Top
3044.2,0.05,2.639,5.601,7.924,8.391,8.625,59.38,Ekofisk Fm. Top
3044.3,0.051,2.64,5.74,7.895,8.385,8.625,59.703,Ekofisk Fm. Top
3044.4,0.053,2.64,5.431,7.865,8.417,8.625,60.168,Ekofisk Fm. Top
3044.5,0.054,2.638,5.219,7.79,8.461,8.625,60.742,Ekofisk Fm. Top
3044.6,0.054,2.636,5.722,7.763,8.487,8.609,61.382,Ekofisk Fm. Top
3044.7,0.055,2.633,5.476,7.735,8.481,8.625,61.87,Ekofisk Fm. Top
3044.8,0.055,2.631,5.291,7.705,8.443,8.625,62.218,Ekofisk Fm. Top
3044.9,0.056,2.631,5.962,7.691,8.395,8.625,62.181,Ekofisk Fm. Top
3045.0,0.056,2.633,6.448,7.664,8.364,8.625,61.856,Ekofisk Fm. Top
3045.1,0.056,2.634,6.968,7.637,8.352,8.625,61.221,Ekofisk Fm. Top
3045.2,0.055,2.634,6.93,7.614,8.348,8.648,60.58,Ekofisk Fm. Top
3045.3,0.053,2.633,6.355,7.601,8.338,8.625,59.979,Ekofisk Fm. Top
3045.4,0.052,2.631,6.237,7.579,8.332,8.625,59.428,Ekofisk Fm. Top
3045.5,0.05,2.629,5.966,7.53,8.334,8.625,58.969,Ekofisk Fm. Top
3045.6,0.05,2.628,5.595,7.442,8.332,8.578,58.602,Ekofisk Fm. Top
3045.7,0.049,2.629,5.692,7.403,8.314,8.578,58.369,Ekofisk Fm. Top
3045.8,0.049,2.632,4.948,7.373,8.279,8.578,58.57,Ekofisk Fm. Top
3045.9,0.049,2.635,5.203,7.229,8.246,8.602,58.892,Ekofisk Fm. Top
3046.0,0.054,2.637,5.142,7.117,8.231,8.625,59.314,Ekofisk Fm. Top
3046.1,0.061,2.636,6.017,6.901,8.225,8.625,60.13,Ekofisk Fm. Top
3046.2,0.07,2.63,6.7,6.76,8.215,8.625,61.053,Ekofisk Fm. Top
3046.3,0.078,2.618,6.511,6.471,8.202,8.625,62.02,Ekofisk Fm. Top
3046.4,0.086,2.606,7.665,6.278,8.206,8.625,63.25,Ekofisk Fm. Top
3046.5,0.091,2.597,8.958,6.155,8.235,8.625,64.453,Ekofisk Fm. Top
3046.6,0.093,2.593,11.264,5.95,8.289,8.625,65.315,Ekofisk Fm. Top
3046.7,0.093,2.592,12.234,5.432,8.343,8.625,65.835,Ekofisk Fm. Top
3046.8,0.093,2.592,11.758,5.08,8.376,8.625,66.187,Ekofisk Fm. Top
3046.9,0.092,2.591,11.168,4.851,8.379,8.625,66.404,Ekofisk Fm. Top
3047.0,0.091,2.591,11.185,4.731,8.369,8.625,66.476,Ekofisk Fm. Top
3047.1,0.092,2.592,10.527,4.715,8.358,8.625,66.473,Ekofisk Fm. Top
3047.2,0.094,2.592,9.2,4.672,8.354,8.625,66.455,Ekofisk Fm. Top
3047.3,0.096,2.592,8.803,4.594,8.349,8.625,66.438,Ekofisk Fm. Top
3047.4,0.1,2.59,8.721,4.529,8.323,8.625,66.435,Ekofisk Fm. Top
3047.5,0.102,2.585,7.666,4.368,8.288,8.625,66.534,Ekofisk Fm. Top
3047.6,0.103,2.577,7.749,4.255,8.269,8.648,66.631,Ekofisk Fm. Top
3047.7,0.103,2.568,8.875,4.113,8.299,8.625,66.729,Ekofisk Fm. Top
3047.8,0.099,2.561,7.983,3.941,8.377,8.672,66.892,Ekofisk Fm. Top
3047.9,0.098,2.558,7.219,3.812,8.467,8.672,66.985,Ekofisk Fm. Top
3048.0,0.102,2.559,6.596,3.712,8.515,8.625,67.016,Ekofisk Fm. Top
3048.1,0.104,2.56,7.087,3.682,8.496,8.625,67.237,Ekofisk Fm. Top
3048.2,0.103,2.561,6.324,3.611,8.423,8.648,67.424,Ekofisk Fm. Top
3048.3,0.105,2.561,5.708,3.524,8.346,8.672,67.573,Ekofisk Fm. Top
3048.4,0.106,2.559,5.802,3.452,8.313,8.672,67.913,Ekofisk Fm. Top
3048.5,0.107,2.556,7.303,3.387,8.324,8.672,68.166,Ekofisk Fm. Top
3048.6,0.108,2.552,7.375,3.342,8.337,8.672,68.292,Ekofisk Fm. Top
3048.7,0.11,2.55,7.093,3.281,8.333,8.672,68.436,Ekofisk Fm. Top
3048.8,0.112,2.549,7.208,3.229,8.315,8.672,68.538,Ekofisk Fm. Top
3048.9,0.114,2.546,7.537,3.199,8.3,8.672,68.568,Ekofisk Fm. Top
3049.0,0.116,2.542,8.482,3.157,8.286,8.672,68.674,Ekofisk Fm. Top
3049.1,0.117,2.538,8.378,3.114,8.275,8.672,68.845,Ekofisk Fm. Top
3049.2,0.119,2.538,9.029,3.081,8.27,8.672,69.123,Ekofisk Fm. Top
3049.3,0.122,2.539,9.268,3.062,8.278,8.672,69.374,Ekofisk Fm. Top
3049.4,0.123,2.538,9.485,3.047,8.298,8.688,69.618,Ekofisk Fm. Top
3049.5,0.125,2.533,9.23,3.043,8.329,8.703,69.865,Ekofisk Fm. Top
3049.6,0.126,2.526,9.279,3.026,8.379,8.703,70.075,Ekofisk Fm. Top
3049.7,0.126,2.522,9.923,3.0,8.435,8.703,70.275,Ekofisk Fm. Top
3049.8,0.126,2.519,9.826,2.948,8.48,8.703,70.477,Ekofisk Fm. Top
3049.9,0.13,2.518,9.496,2.912,8.508,8.672,70.58,Ekofisk Fm. Top
3050.0,0.133,2.518,9.541,2.903,8.533,8.672,70.612,Ekofisk Fm. Top
3050.1,0.135,2.518,9.002,2.894,8.57,8.672,70.52,Ekofisk Fm. Top
3050.2,0.135,2.518,8.437,2.884,8.598,8.672,70.296,Ekofisk Fm. Top
3050.3,0.132,2.518,8.106,2.875,8.587,8.672,70.008,Ekofisk Fm. Top
3050.4,0.126,2.516,8.092,2.857,8.53,8.682,69.734,Ekofisk Fm. Top
3050.5,0.123,2.514,8.23,2.767,8.441,8.703,69.488,Ekofisk Fm. Top
3050.6,0.12,2.513,8.74,2.716,8.352,8.703,69.27,Ekofisk Fm. Top
3050.7,0.12,2.514,8.91,2.738,8.288,8.672,69.154,Ekofisk Fm. Top
3050.8,0.119,2.515,8.359,2.779,8.264,8.672,69.091,Ekofisk Fm. Top
3050.9,0.118,2.517,6.975,2.829,8.277,8.672,69.069,Ekofisk Fm. Top
3051.0,0.117,2.52,7.098,2.956,8.309,8.672,69.105,Ekofisk Fm. Top
3051.1,0.117,2.524,7.687,3.116,8.345,8.672,69.154,Ekofisk Fm. Top
3051.2,0.117,2.529,8.468,3.15,8.368,8.672,69.215,Ekofisk Fm. Top
3051.3,0.116,2.534,8.574,3.176,8.367,8.672,69.219,Ekofisk Fm. Top
3051.4,0.117,2.538,7.902,3.194,8.351,8.648,69.182,Ekofisk Fm. Top
3051.5,0.117,2.541,7.899,3.21,8.334,8.625,69.099,Ekofisk Fm. Top
3051.6,0.117,2.542,7.5,3.299,8.33,8.625,68.805,Ekofisk Fm. Top
3051.7,0.114,2.54,7.223,3.399,8.348,8.656,68.499,Ekofisk Fm. Top
3051.8,0.113,2.538,7.364,3.446,8.39,8.672,68.194,Ekofisk Fm. Top
3051.9,0.112,2.536,7.763,3.478,8.448,8.672,67.909,Ekofisk Fm. Top
3052.0,0.109,2.537,7.92,3.519,8.501,8.672,67.579,Ekofisk Fm. Top
3052.1,0.105,2.542,9.121,3.579,8.523,8.672,67.17,Ekofisk Fm. Top
3052.2,0.102,2.549,8.371,3.689,8.501,8.672,66.696,Ekofisk Fm. Top
3052.3,0.1,2.556,8.185,3.814,8.437,8.656,66.205,Ekofisk Fm. Top
3052.4,0.101,2.561,7.455,3.902,8.361,8.625,65.702,Ekofisk Fm. Top
3052.5,0.099,2.565,6.452,4.003,8.302,8.625,65.24,Ekofisk Fm. Top
3052.6,0.096,2.57,6.808,4.065,8.282,8.625,64.884,Ekofisk Fm. Top
3052.7,0.088,2.577,7.557,4.105,8.322,8.648,64.771,Ekofisk Fm. Top
3052.8,0.083,2.584,7.447,4.143,8.402,8.672,64.827,Ekofisk Fm. Top
3052.9,0.079,2.589,6.956,4.207,8.476,8.672,64.921,Ekofisk Fm. Top
3053.0,0.079,2.591,7.533,4.291,8.498,8.672,64.967,Ekofisk Fm. Top
3053.1,0.079,2.592,7.507,4.315,8.457,8.625,64.96,Ekofisk Fm. Top
3053.2,0.079,2.596,7.261,4.37,8.38,8.625,64.878,Ekofisk Fm. Top
3053.3,0.08,2.601,7.489,4.392,8.31,8.625,64.562,Ekofisk Fm. Top
3053.4,0.08,2.606,7.979,4.429,8.273,8.625,64.333,Ekofisk Fm. Top
3053.5,0.08,2.608,8.396,4.461,8.27,8.625,64.151,Ekofisk Fm. Top
3053.6,0.079,2.608,9.145,4.483,8.292,8.625,63.98,Ekofisk Fm. Top
3053.7,0.077,2.605,9.717,4.54,8.331,8.625,63.821,Ekofisk Fm. Top
3053.8,0.075,2.603,9.575,4.601,8.36,8.625,63.647,Ekofisk Fm. Top
3053.9,0.074,2.601,8.556,4.628,8.346,8.625,63.254,Ekofisk Fm. Top
3054.0,0.073,2.601,9.258,4.675,8.288,8.625,63.09,Ekofisk Fm. Top
3054.1,0.073,2.603,8.51,4.742,8.216,8.625,63.122,Ekofisk Fm. Top
