DEPTH,NPHI,RHOB,GR,RT,PEF,CALI,DT,FM. LABEL
2829.9,0.11,2.528,2.043,2.683,8.766,8.625,64.856,Ekofisk Fm. Top
2830.0,0.106,2.534,2.673,2.781,8.864,8.578,64.492,Ekofisk Fm. Top
2830.1,0.102,2.543,2.938,2.881,8.939,8.578,64.127,Ekofisk Fm. Top
2830.2,0.097,2.553,3.177,2.981,8.971,8.578,63.735,Ekofisk Fm. Top
2830.3,0.093,2.558,2.84,3.105,8.956,8.578,63.302,Ekofisk Fm. Top
2830.4,0.09,2.559,2.12,3.269,8.901,8.578,62.847,Ekofisk Fm. Top
2830.5,0.088,2.558,2.403,3.437,8.829,8.578,62.361,Ekofisk Fm. Top
2830.6,0.088,2.558,2.069,3.46,8.799,8.578,62.051,Ekofisk Fm. Top
2830.7,0.087,2.561,1.716,3.503,8.846,8.578,61.874,Ekofisk Fm. Top
2830.8,0.086,2.567,1.798,3.513,8.919,8.578,61.956,Ekofisk Fm. Top
2830.9,0.083,2.576,2.23,3.525,8.928,8.578,62.225,Ekofisk Fm. Top
2831.0,0.08,2.584,2.938,3.517,8.834,8.578,62.651,Ekofisk Fm. Top
2831.1,0.076,2.589,3.05,3.501,8.68,8.625,63.44,Ekofisk Fm. Top
2831.2,0.082,2.589,3.234,3.357,8.537,8.625,64.273,Ekofisk Fm. Top
2831.3,0.089,2.583,3.261,3.131,8.438,8.578,65.144,Ekofisk Fm. Top
2831.4,0.098,2.572,3.116,2.95,8.374,8.578,66.112,Ekofisk Fm. Top
2831.5,0.107,2.557,2.878,2.814,8.342,8.578,66.963,Ekofisk Fm. Top
2831.6,0.115,2.541,2.335,2.681,8.351,8.625,67.729,Ekofisk Fm. Top
2831.7,0.119,2.523,2.965,2.455,8.405,8.602,68.395,Ekofisk Fm. Top
2831.8,0.124,2.507,3.359,2.272,8.488,8.625,69.016,Ekofisk Fm. Top
2831.9,0.128,2.493,2.778,2.102,8.546,8.625,69.601,Ekofisk Fm. Top
2832.0,0.133,2.483,2.816,1.98,8.551,8.625,70.145,Ekofisk Fm. Top
2832.1,0.137,2.476,2.349,1.864,8.509,8.625,70.624,Ekofisk Fm. Top
2832.2,0.139,2.473,3.209,1.89,8.479,8.625,71.038,Ekofisk Fm. Top
2832.3,0.139,2.473,3.084,1.905,8.522,8.625,71.036,Ekofisk Fm. Top
2832.4,0.138,2.475,2.785,1.902,8.621,8.625,70.86,Ekofisk Fm. Top
2832.5,0.138,2.478,3.008,1.869,8.705,8.625,70.49,Ekofisk Fm. Top
2832.6,0.138,2.478,3.191,1.792,8.715,8.625,69.959,Ekofisk Fm. Top
2832.7,0.139,2.474,3.417,1.718,8.662,8.625,69.52,Ekofisk Fm. Top
2832.8,0.138,2.466,2.233,1.724,8.601,8.625,69.228,Ekofisk Fm. Top
2832.9,0.139,2.457,1.647,1.852,8.58,8.625,69.015,Ekofisk Fm. Top
2833.0,0.129,2.454,1.558,1.891,8.635,8.625,68.893,Ekofisk Fm. Top
2833.1,0.123,2.457,2.032,2.042,8.783,8.625,68.913,Ekofisk Fm. Top
2833.2,0.12,2.466,2.931,2.172,8.989,8.625,68.948,Ekofisk Fm. Top
2833.3,0.119,2.48,3.288,2.326,9.146,8.625,68.979,Ekofisk Fm. Top
2833.4,0.121,2.494,3.481,2.367,9.147,8.625,68.994,Ekofisk Fm. Top
2833.5,0.127,2.503,3.567,2.367,8.963,8.625,68.783,Ekofisk Fm. Top
2833.6,0.136,2.499,3.31,2.247,8.681,8.625,68.486,Ekofisk Fm. Top
2833.7,0.145,2.48,2.424,2.172,8.432,8.625,68.121,Ekofisk Fm. Top
2833.8,0.151,2.456,2.388,2.148,8.289,8.625,67.592,Ekofisk Fm. Top
2833.9,0.151,2.441,2.339,2.302,8.24,8.625,66.974,Ekofisk Fm. Top
2834.0,0.145,2.44,1.829,2.398,8.238,8.625,66.237,Ekofisk Fm. Top
2834.1,0.132,2.449,1.658,3.029,8.252,8.625,65.227,Ekofisk Fm. Top
2834.2,0.118,2.461,1.963,3.35,8.288,8.625,64.126,Ekofisk Fm. Top
2834.3,0.105,2.474,2.635,3.464,8.339,8.625,63.155,Ekofisk Fm. Top
2834.4,0.093,2.489,3.512,3.503,8.38,8.625,62.416,Ekofisk Fm. Top
2834.5,0.087,2.51,3.686,3.478,8.386,8.578,61.884,Ekofisk Fm. Top
2834.6,0.084,2.535,3.46,3.599,8.373,8.578,61.923,Ekofisk Fm. Top
2834.7,0.087,2.56,3.772,3.836,8.385,8.578,62.179,Ekofisk Fm. Top
2834.8,0.095,2.579,4.263,3.991,8.458,8.578,62.614,Ekofisk Fm. Top
2834.9,0.102,2.588,3.763,4.009,8.555,8.625,63.461,Ekofisk Fm. Top
2835.0,0.108,2.588,3.353,3.902,8.609,8.578,64.342,Ekofisk Fm. Top
2835.1,0.114,2.578,3.533,3.681,8.588,8.578,65.245,Ekofisk Fm. Top
2835.2,0.117,2.56,3.257,3.498,8.505,8.578,66.017,Ekofisk Fm. Top
2835.3,0.124,2.539,2.982,3.174,8.418,8.625,66.606,Ekofisk Fm. Top
2835.4,0.129,2.521,2.53,2.731,8.359,8.625,67.016,Ekofisk Fm. Top
2835.5,0.134,2.508,1.828,2.482,8.334,8.625,67.131,Ekofisk Fm. Top
2835.6,0.138,2.497,2.072,2.346,8.343,8.625,67.133,Ekofisk Fm. Top
2835.7,0.139,2.488,1.368,2.09,8.372,8.625,67.008,Ekofisk Fm. Top
2835.8,0.135,2.482,1.3,2.01,8.388,8.625,66.793,Ekofisk Fm. Top
2835.9,0.128,2.477,1.174,1.94,8.318,8.625,66.561,Ekofisk Fm. Top
2836.0,0.118,2.475,1.323,1.899,8.173,8.625,66.314,Ekofisk Fm. Top
2836.1,0.108,2.477,2.036,1.963,8.036,8.625,66.056,Ekofisk Fm. Top
2836.2,0.099,2.484,2.875,2.025,7.995,8.625,65.796,Ekofisk Fm. Top
2836.3,0.094,2.493,3.29,2.218,8.091,8.625,65.535,Ekofisk Fm. Top
2836.4,0.094,2.504,3.617,2.33,8.267,8.609,65.414,Ekofisk Fm. Top
2836.5,0.093,2.513,3.932,2.534,8.458,8.617,65.375,Ekofisk Fm. Top
2836.6,0.097,2.523,3.288,2.705,8.605,8.625,65.454,Ekofisk Fm. Top
2836.7,0.104,2.534,4.123,2.63,8.655,8.625,65.678,Ekofisk Fm. Top
2836.8,0.11,2.542,3.728,2.616,8.597,8.625,65.957,Ekofisk Fm. Top
2836.9,0.115,2.543,4.014,2.497,8.483,8.625,66.28,Ekofisk Fm. Top
2837.0,0.119,2.538,4.227,2.497,8.388,8.625,66.683,Ekofisk Fm. Top
2837.1,0.123,2.528,3.58,2.209,8.337,8.625,67.114,Ekofisk Fm. Top
2837.2,0.125,2.518,2.879,2.168,8.329,8.625,67.545,Ekofisk Fm. Top
2837.3,0.125,2.51,3.026,2.142,8.377,8.625,67.794,Ekofisk Fm. Top
2837.4,0.125,2.506,2.906,2.114,8.452,8.625,67.928,Ekofisk Fm. Top
2837.5,0.126,2.503,2.902,2.071,8.503,8.625,67.889,Ekofisk Fm. Top
2837.6,0.127,2.499,2.877,2.008,8.511,8.625,67.867,Ekofisk Fm. Top
2837.7,0.128,2.494,2.745,1.988,8.506,8.625,67.845,Ekofisk Fm. Top
2837.8,0.128,2.491,3.107,1.926,8.524,8.625,67.768,Ekofisk Fm. Top
2837.9,0.128,2.49,2.891,1.909,8.57,8.625,67.76,Ekofisk Fm. Top
2838.0,0.127,2.492,2.64,1.887,8.627,8.625,67.792,Ekofisk Fm. Top
2838.1,0.126,2.496,2.974,1.894,8.678,8.625,67.74,Ekofisk Fm. Top
2838.2,0.126,2.499,3.126,1.867,8.708,8.625,67.727,Ekofisk Fm. Top
2838.3,0.126,2.5,3.17,1.878,8.704,8.625,67.747,Ekofisk Fm. Top
2838.4,0.126,2.499,3.319,1.89,8.664,8.625,67.786,Ekofisk Fm. Top
2838.5,0.127,2.497,2.423,1.904,8.621,8.625,67.743,Ekofisk Fm. Top
2838.6,0.127,2.496,2.353,1.919,8.61,8.625,67.618,Ekofisk Fm. Top
2838.7,0.124,2.496,2.574,1.92,8.617,8.625,67.453,Ekofisk Fm. Top
2838.8,0.118,2.498,2.832,1.925,8.606,8.625,67.296,Ekofisk Fm. Top
2838.9,0.113,2.501,3.434,1.96,8.579,8.625,67.151,Ekofisk Fm. Top
2839.0,0.111,2.503,2.548,2.025,8.573,8.625,67.084,Ekofisk Fm. Top
2839.1,0.111,2.504,2.617,2.113,8.614,8.625,67.04,Ekofisk Fm. Top
2839.2,0.115,2.503,3.519,2.14,8.678,8.625,67.022,Ekofisk Fm. Top
2839.3,0.121,2.502,4.506,2.122,8.719,8.625,67.086,Ekofisk Fm. Top
2839.4,0.127,2.499,4.277,2.096,8.7,8.625,67.165,Ekofisk Fm. Top
2839.5,0.132,2.496,3.863,2.091,8.622,8.625,67.251,Ekofisk Fm. Top
2839.6,0.134,2.493,3.35,2.059,8.52,8.625,67.298,Ekofisk Fm. Top
2839.7,0.135,2.489,3.982,2.036,8.441,8.625,67.334,Ekofisk Fm. Top
2839.8,0.135,2.483,3.899,1.981,8.399,8.625,67.364,Ekofisk Fm. Top
2839.9,0.133,2.477,3.134,1.852,8.368,8.625,67.286,Ekofisk Fm. Top
2840.0,0.13,2.473,2.85,1.824,8.312,8.625,67.16,Ekofisk Fm. Top
2840.1,0.125,2.473,2.979,1.821,8.23,8.625,66.98,Ekofisk Fm. Top
2840.2,0.12,2.479,2.156,1.852,8.172,8.625,66.832,Ekofisk Fm. Top
2840.3,0.116,2.487,1.789,1.879,8.177,8.625,66.714,Ekofisk Fm. Top
2840.4,0.112,2.496,2.037,1.894,8.232,8.625,66.666,Ekofisk Fm. Top
2840.5,0.108,2.505,2.694,1.952,8.292,8.625,66.749,Ekofisk Fm. Top
2840.6,0.104,2.516,2.34,2.081,8.324,8.625,66.875,Ekofisk Fm. Top
2840.7,0.105,2.527,3.015,2.206,8.338,8.578,66.923,Ekofisk Fm. Top
2840.8,0.106,2.534,3.237,2.413,8.355,8.578,67.204,Ekofisk Fm. Top
2840.9,0.106,2.538,3.602,2.848,8.388,8.602,67.585,Ekofisk Fm. Top
2841.0,0.103,2.538,4.209,3.1,8.396,8.672,67.737,Ekofisk Fm. Top
2841.1,0.102,2.539,5.117,3.125,8.347,8.625,67.861,Ekofisk Fm. Top
2841.2,0.095,2.543,6.387,3.111,8.256,8.625,67.928,Ekofisk Fm. Top
2841.3,0.088,2.55,9.154,3.17,8.167,8.625,67.493,Ekofisk Fm. Top
2841.4,0.082,2.558,9.963,3.523,8.107,8.625,67.064,Ekofisk Fm. Top
2841.5,0.082,2.566,9.184,3.895,8.065,8.578,66.633,Ekofisk Fm. Top
2841.6,0.076,2.576,8.65,4.222,8.038,8.625,65.868,Ekofisk Fm. Top
2841.7,0.074,2.586,9.417,4.35,8.03,8.625,65.561,Ekofisk Fm. Top
2841.8,0.072,2.593,9.655,4.325,8.017,8.625,65.717,Ekofisk Fm. Top
2841.9,0.073,2.596,8.682,4.668,7.996,8.625,65.732,Ekofisk Fm. Top
2842.0,0.076,2.597,9.116,5.121,7.987,8.625,65.84,Ekofisk Fm. Top
2842.1,0.08,2.596,9.824,5.454,8.0,8.625,66.065,Ekofisk Fm. Top
2842.2,0.084,2.595,9.159,6.033,8.011,8.625,66.198,Ekofisk Fm. Top
2842.3,0.085,2.593,9.37,6.028,7.992,8.625,66.386,Ekofisk Fm. Top
2842.4,0.085,2.592,10.799,5.851,7.963,8.625,66.666,Ekofisk Fm. Top
2842.5,0.088,2.591,12.538,5.823,7.947,8.578,67.098,Ekofisk Fm. Top
2842.6,0.09,2.59,13.518,5.581,7.942,8.578,67.522,Ekofisk Fm. Top
2842.7,0.092,2.587,14.307,5.494,7.924,8.578,67.89,Ekofisk Fm. Top
2842.8,0.096,2.58,13.063,5.431,7.892,8.578,68.171,Ekofisk Fm. Top
2842.9,0.1,2.568,12.201,5.441,7.871,8.578,68.357,Ekofisk Fm. Top
2843.0,0.103,2.555,12.739,6.254,7.882,8.578,68.362,Ekofisk Fm. Top
2843.1,0.105,2.545,13.055,6.097,7.916,8.578,68.724,Ekofisk Fm. Top
2843.2,0.107,2.539,11.812,5.412,7.941,8.578,69.153,Ekofisk Fm. Top
2843.3,0.108,2.538,9.977,4.864,7.927,8.578,69.484,Ekofisk Fm. Top
2843.4,0.111,2.538,9.125,4.757,7.874,8.578,69.836,Ekofisk Fm. Top
2843.5,0.114,2.537,8.857,4.468,7.802,8.578,70.097,Ekofisk Fm. Top
2843.6,0.115,2.533,7.617,4.321,7.75,8.578,69.985,Ekofisk Fm. Top
2843.7,0.116,2.526,8.491,4.141,7.727,8.578,70.002,Ekofisk Fm. Top
2843.8,0.116,2.517,9.44,3.922,7.734,8.578,70.093,Ekofisk Fm. Top
2843.9,0.115,2.511,8.841,3.799,7.775,8.578,70.267,Ekofisk Fm. Top
2844.0,0.117,2.511,8.778,3.781,7.843,8.625,70.296,Ekofisk Fm. Top
2844.1,0.119,2.515,9.037,3.689,7.926,8.625,70.247,Ekofisk Fm. Top
2844.2,0.121,2.52,9.207,3.614,7.989,8.625,70.227,Ekofisk Fm. Top
2844.3,0.123,2.523,10.354,3.456,8.001,8.625,70.193,Ekofisk Fm. Top
2844.4,0.128,2.523,11.432,3.308,7.952,8.578,70.163,Ekofisk Fm. Top
2844.5,0.129,2.519,11.432,3.311,7.864,8.578,70.333,Ekofisk Fm. Top
2844.6,0.126,2.514,10.787,3.204,7.788,8.578,70.316,Ekofisk Fm. Top
2844.7,0.124,2.507,9.346,3.098,7.753,8.625,70.138,Ekofisk Fm. Top
2844.8,0.122,2.503,8.875,3.155,7.745,8.625,69.951,Ekofisk Fm. Top
2844.9,0.121,2.503,9.18,3.117,7.731,8.625,69.797,Ekofisk Fm. Top
2845.0,0.121,2.504,8.497,2.904,7.688,8.625,69.678,Ekofisk Fm. Top
2845.1,0.124,2.505,7.433,2.759,7.648,8.625,69.68,Ekofisk Fm. Top
2845.2,0.128,2.506,8.419,2.697,7.654,8.625,69.743,Ekofisk Fm. Top
2845.3,0.13,2.506,8.482,2.769,7.707,8.625,69.878,Ekofisk Fm. Top
2845.4,0.133,2.505,8.164,2.853,7.776,8.625,70.04,Ekofisk Fm. Top
2845.5,0.136,2.503,7.829,2.854,7.815,8.625,70.199,Ekofisk Fm. Top
2845.6,0.14,2.499,8.334,2.845,7.804,8.625,70.352,Ekofisk Fm. Top
2845.7,0.144,2.492,9.326,2.813,7.746,8.625,70.472,Ekofisk Fm. Top
2845.8,0.149,2.484,9.226,2.681,7.669,8.625,70.63,Ekofisk Fm. Top
2845.9,0.153,2.475,8.982,2.666,7.599,8.625,70.87,Ekofisk Fm. Top
2846.0,0.156,2.468,8.739,2.668,7.555,8.625,71.087,Ekofisk Fm. Top
2846.1,0.156,2.462,8.308,2.642,7.536,8.625,71.256,Ekofisk Fm. Top
2846.2,0.152,2.46,9.111,2.542,7.536,8.625,71.321,Ekofisk Fm. Top
2846.3,0.147,2.46,9.996,2.438,7.546,8.625,71.244,Ekofisk Fm. Top
2846.4,0.141,2.463,10.498,2.406,7.567,8.625,71.057,Ekofisk Fm. Top
2846.5,0.134,2.468,9.772,2.399,7.594,8.625,70.662,Ekofisk Fm. Top
2846.6,0.128,2.476,8.449,2.543,7.632,8.625,70.225,Ekofisk Fm. Top
2846.7,0.123,2.484,8.21,2.807,7.688,8.625,69.755,Ekofisk Fm. Top
2846.8,0.119,2.491,8.734,2.954,7.758,8.625,69.213,Ekofisk Fm. Top
2846.9,0.116,2.5,7.98,3.059,7.818,8.625,68.797,Ekofisk Fm. Top
2847.0,0.112,2.508,7.503,3.223,7.859,8.625,68.479,Ekofisk Fm. Top
2847.1,0.108,2.517,7.1,3.721,7.899,8.625,68.372,Ekofisk Fm. Top
2847.2,0.101,2.525,7.681,4.745,7.944,8.625,68.146,Ekofisk Fm. Top
2847.3,0.094,2.533,8.263,5.583,7.988,8.625,67.78,Ekofisk Fm. Top
2847.4,0.085,2.542,9.613,5.847,7.957,8.625,66.838,Ekofisk Fm. Top
2847.5,0.076,2.553,11.003,5.909,7.853,8.625,65.138,Ekofisk Fm. Top
2847.6,0.067,2.564,11.948,6.373,7.726,8.625,62.94,Ekofisk Fm. Top
2847.7,0.06,2.574,10.665,7.042,7.622,8.625,61.344,Ekofisk Fm. Top
2847.8,0.055,2.581,10.213,8.325,7.566,8.625,60.201,Ekofisk Fm. Top
2847.9,0.052,2.587,9.591,9.409,7.592,8.625,59.455,Ekofisk Fm. Top
2848.0,0.051,2.589,9.453,12.589,7.739,8.625,59.328,Ekofisk Fm. Top
2848.1,0.052,2.591,8.26,13.713,8.0,8.625,58.992,Ekofisk Fm. Top
2848.2,0.055,2.593,6.98,11.716,8.296,8.578,58.437,Ekofisk Fm. Top
2848.3,0.052,2.598,5.201,10.151,8.517,8.625,57.718,Ekofisk Fm. Top
2848.4,0.055,2.605,3.745,10.115,8.622,8.602,57.155,Ekofisk Fm. Top
2848.5,0.054,2.611,3.394,10.146,8.645,8.578,56.797,Ekofisk Fm. Top
2848.6,0.053,2.615,2.732,10.173,8.621,8.578,57.462,Ekofisk Fm. Top
2848.7,0.049,2.618,2.695,10.528,8.549,8.625,58.035,Ekofisk Fm. Top
2848.8,0.051,2.621,3.331,11.005,8.412,8.602,58.324,Ekofisk Fm. Top
2848.9,0.052,2.622,3.153,11.366,8.263,8.578,58.779,Ekofisk Fm. Top
2849.0,0.051,2.619,3.605,11.524,8.181,8.578,59.273,Ekofisk Fm. Top
2849.1,0.053,2.614,4.577,11.759,8.211,8.625,59.792,Ekofisk Fm. Top
2849.2,0.055,2.609,5.157,11.698,8.319,8.625,59.945,Ekofisk Fm. Top
2849.3,0.056,2.605,5.039,10.963,8.424,8.625,59.934,Ekofisk Fm. Top
2849.4,0.056,2.605,4.806,10.689,8.485,8.625,59.722,Ekofisk Fm. Top
2849.5,0.055,2.606,4.823,10.485,8.506,8.625,59.601,Ekofisk Fm. Top
2849.6,0.056,2.608,5.216,9.559,8.502,8.625,59.527,Ekofisk Fm. Top
2849.7,0.056,2.611,5.049,9.452,8.489,8.602,59.514,Ekofisk Fm. Top
2849.8,0.06,2.614,5.147,9.24,8.48,8.578,59.75,Ekofisk Fm. Top
2849.9,0.061,2.616,5.714,8.916,8.488,8.578,60.062,Ekofisk Fm. Top
2850.0,0.061,2.616,6.263,8.489,8.497,8.578,60.299,Ekofisk Fm. Top
2850.1,0.06,2.617,6.36,8.226,8.489,8.625,60.239,Ekofisk Fm. Top
2850.2,0.061,2.616,4.884,7.963,8.479,8.625,60.054,Ekofisk Fm. Top
2850.3,0.063,2.613,3.592,7.604,8.5,8.602,59.967,Ekofisk Fm. Top
2850.4,0.067,2.607,3.861,7.285,8.565,8.625,59.809,Ekofisk Fm. Top
2850.5,0.072,2.597,4.082,7.034,8.633,8.625,59.664,Ekofisk Fm. Top
2850.6,0.077,2.584,2.547,6.936,8.65,8.625,59.968,Ekofisk Fm. Top
2850.7,0.081,2.571,1.868,6.835,8.599,8.625,60.309,Ekofisk Fm. Top
2850.8,0.083,2.559,1.692,6.653,8.51,8.625,60.671,Ekofisk Fm. Top
2850.9,0.084,2.551,1.975,6.433,8.422,8.625,60.956,Ekofisk Fm. Top
2851.0,0.084,2.544,1.633,6.21,8.372,8.625,61.186,Ekofisk Fm. Top
2851.1,0.083,2.542,1.388,5.391,8.377,8.625,61.368,Ekofisk Fm. Top
2851.2,0.081,2.544,1.418,5.258,8.434,8.625,61.302,Ekofisk Fm. Top
2851.3,0.08,2.551,0.932,5.306,8.504,8.625,61.221,Ekofisk Fm. Top
2851.4,0.08,2.558,0.852,5.368,8.544,8.625,61.124,Ekofisk Fm. Top
2851.5,0.081,2.561,0.959,5.424,8.544,8.625,61.069,Ekofisk Fm. Top
2851.6,0.087,2.561,1.07,5.362,8.54,8.602,61.125,Ekofisk Fm. Top
2851.7,0.086,2.56,1.494,5.3,8.559,8.625,61.322,Ekofisk Fm. Top
2851.8,0.088,2.564,3.532,5.077,8.574,8.625,61.913,Ekofisk Fm. Top
2851.9,0.089,2.57,4.211,4.919,8.543,8.625,62.607,Ekofisk Fm. Top
2852.0,0.09,2.576,4.369,4.755,8.461,8.625,63.407,Ekofisk Fm. Top
2852.1,0.091,2.578,5.468,4.689,8.369,8.625,63.99,Ekofisk Fm. Top
2852.2,0.092,2.573,5.686,4.696,8.302,8.625,64.446,Ekofisk Fm. Top
2852.3,0.093,2.564,4.176,4.591,8.275,8.625,64.722,Ekofisk Fm. Top
2852.4,0.093,2.555,2.497,4.479,8.3,8.625,64.743,Ekofisk Fm. Top
2852.5,0.092,2.547,1.812,4.505,8.371,8.625,64.667,Ekofisk Fm. Top
2852.6,0.09,2.544,1.522,4.512,8.457,8.625,64.49,Ekofisk Fm. Top
2852.7,0.089,2.546,1.899,4.512,8.522,8.625,64.086,Ekofisk Fm. Top
2852.8,0.089,2.55,2.748,4.617,8.544,8.625,63.606,Ekofisk Fm. Top
2852.9,0.091,2.555,2.909,4.721,8.533,8.625,63.101,Ekofisk Fm. Top
2853.0,0.091,2.556,2.398,4.77,8.506,8.625,62.796,Ekofisk Fm. Top
2853.1,0.089,2.554,2.61,4.716,8.484,8.625,62.605,Ekofisk Fm. Top
2853.2,0.084,2.551,2.768,4.694,8.475,8.625,62.563,Ekofisk Fm. Top
2853.3,0.077,2.552,2.932,4.671,8.464,8.625,62.395,Ekofisk Fm. Top
2853.4,0.07,2.558,2.943,4.443,8.426,8.625,62.155,Ekofisk Fm. Top
2853.5,0.065,2.569,3.779,4.908,8.369,8.625,61.852,Ekofisk Fm. Top
2853.6,0.061,2.579,4.983,5.881,8.326,8.625,61.529,Ekofisk Fm. Top
2853.7,0.058,2.586,5.281,6.136,8.333,8.625,61.191,Ekofisk Fm. Top
2853.8,0.055,2.593,6.242,6.266,8.384,8.625,60.832,Ekofisk Fm. Top
2853.9,0.052,2.603,6.494,6.592,8.451,8.625,60.456,Ekofisk Fm. Top
2854.0,0.047,2.615,5.591,7.071,8.503,8.625,60.063,Ekofisk Fm. Top
2854.1,0.042,2.628,5.858,7.55,8.53,8.602,59.613,Ekofisk Fm. Top
2854.2,0.04,2.638,4.954,8.075,8.546,8.602,59.152,Ekofisk Fm. Top
2854.3,0.034,2.645,4.356,8.936,8.57,8.602,58.682,Ekofisk Fm. Top
2854.4,0.033,2.649,3.829,10.073,8.587,8.625,58.335,Ekofisk Fm. Top
2854.5,0.034,2.649,3.079,10.724,8.574,8.625,58.032,Ekofisk Fm. Top
2854.6,0.035,2.648,3.392,10.858,8.522,8.625,57.777,Ekofisk Fm. Top
2854.7,0.039,2.647,3.333,11.45,8.461,8.602,57.622,Ekofisk Fm. Top
2854.8,0.038,2.647,3.814,11.478,8.439,8.602,57.573,Ekofisk Fm. Top
2854.9,0.043,2.648,4.049,11.124,8.474,8.602,57.656,Ekofisk Fm. Top
2855.0,0.044,2.648,4.155,10.389,8.524,8.625,57.849,Ekofisk Fm. Top
2855.1,0.048,2.648,4.358,10.038,8.545,8.648,58.086,Ekofisk Fm. Top
2855.2,0.058,2.646,4.932,9.803,8.522,8.625,58.378,Ekofisk Fm. Top
2855.3,0.066,2.64,5.075,9.577,8.486,8.625,58.773,Ekofisk Fm. Top
2855.4,0.075,2.63,5.101,9.038,8.484,8.625,59.233,Ekofisk Fm. Top
2855.5,0.086,2.617,4.032,8.013,8.529,8.578,59.788,Ekofisk Fm. Top
2855.6,0.091,2.603,3.604,7.027,8.6,8.625,60.431,Ekofisk Fm. Top
2855.7,0.098,2.587,2.792,6.159,8.66,8.625,61.111,Ekofisk Fm. Top
2855.8,0.103,2.569,2.042,5.612,8.662,8.625,61.829,Ekofisk Fm. Top
2855.9,0.107,2.552,1.751,4.616,8.612,8.625,62.684,Ekofisk Fm. Top
2856.0,0.111,2.537,2.227,3.915,8.541,8.625,63.577,Ekofisk Fm. Top
2856.1,0.115,2.526,2.835,3.543,8.481,8.625,64.459,Ekofisk Fm. Top
2856.2,0.119,2.518,1.944,3.171,8.448,8.625,65.153,Ekofisk Fm. Top
2856.3,0.12,2.511,1.236,2.944,8.435,8.625,65.718,Ekofisk Fm. Top
2856.4,0.119,2.505,1.749,2.745,8.447,8.625,66.051,Ekofisk Fm. Top
2856.5,0.118,2.5,2.24,2.684,8.491,8.625,66.269,Ekofisk Fm. Top
2856.6,0.117,2.498,2.853,2.75,8.55,8.625,66.424,Ekofisk Fm. Top
2856.7,0.115,2.499,2.695,2.806,8.582,8.625,66.531,Ekofisk Fm. Top
2856.8,0.114,2.503,1.442,2.814,8.56,8.625,66.572,Ekofisk Fm. Top
2856.9,0.112,2.51,1.351,2.877,8.503,8.625,66.565,Ekofisk Fm. Top
2857.0,0.11,2.518,1.651,2.914,8.45,8.625,66.481,Ekofisk Fm. Top
2857.1,0.107,2.525,1.679,3.026,8.429,8.641,66.319,Ekofisk Fm. Top
2857.2,0.102,2.533,2.086,3.141,8.441,8.625,66.094,Ekofisk Fm. Top
2857.3,0.097,2.543,1.412,3.176,8.474,8.625,65.794,Ekofisk Fm. Top
2857.4,0.092,2.554,1.022,3.298,8.515,8.625,65.443,Ekofisk Fm. Top
2857.5,0.088,2.563,1.831,3.348,8.554,8.625,65.046,Ekofisk Fm. Top
2857.6,0.085,2.57,2.753,3.563,8.57,8.625,64.977,Ekofisk Fm. Top
2857.7,0.084,2.573,3.039,3.64,8.546,8.625,64.971,Ekofisk Fm. Top
2857.8,0.085,2.571,2.493,3.579,8.48,8.625,65.035,Ekofisk Fm. Top
2857.9,0.087,2.564,2.464,3.521,8.403,8.625,65.123,Ekofisk Fm. Top
2858.0,0.09,2.553,3.333,3.596,8.347,8.625,65.156,Ekofisk Fm. Top
2858.1,0.093,2.543,3.518,3.738,8.321,8.625,65.113,Ekofisk Fm. Top
2858.2,0.096,2.535,3.313,3.8,8.317,8.602,65.187,Ekofisk Fm. Top
2858.3,0.098,2.533,3.058,3.844,8.33,8.609,65.295,Ekofisk Fm. Top
2858.4,0.1,2.534,2.411,3.746,8.356,8.625,65.436,Ekofisk Fm. Top
2858.5,0.102,2.536,2.218,3.344,8.384,8.625,65.703,Ekofisk Fm. Top
2858.6,0.105,2.538,2.33,2.912,8.404,8.625,65.986,Ekofisk Fm. Top
2858.7,0.109,2.538,2.937,2.692,8.418,8.625,66.261,Ekofisk Fm. Top
2858.8,0.113,2.537,3.113,2.601,8.437,8.625,66.604,Ekofisk Fm. Top
2858.9,0.117,2.534,3.902,2.571,8.459,8.625,66.958,Ekofisk Fm. Top
2859.0,0.121,2.529,4.505,2.555,8.451,8.625,67.297,Ekofisk Fm. Top
2859.1,0.125,2.521,4.592,2.495,8.393,8.625,67.728,Ekofisk Fm. Top
2859.2,0.128,2.509,3.443,2.353,8.295,8.625,68.168,Ekofisk Fm. Top
2859.3,0.13,2.495,2.655,2.242,8.198,8.625,68.548,Ekofisk Fm. Top
2859.4,0.132,2.482,2.153,2.127,8.15,8.625,68.957,Ekofisk Fm. Top
2859.5,0.134,2.473,1.959,2.054,8.163,8.625,69.341,Ekofisk Fm. Top
2859.6,0.136,2.471,2.066,1.971,8.229,8.625,69.566,Ekofisk Fm. Top
2859.7,0.134,2.473,3.109,1.94,8.302,8.672,69.735,Ekofisk Fm. Top
2859.8,0.137,2.476,3.262,1.925,8.345,8.625,69.861,Ekofisk Fm. Top
2859.9,0.137,2.478,3.552,1.94,8.356,8.625,69.89,Ekofisk Fm. Top
2860.0,0.137,2.479,3.849,1.948,8.363,8.625,69.875,Ekofisk Fm. Top
2860.1,0.135,2.48,3.943,1.939,8.38,8.625,69.828,Ekofisk Fm. Top
