DEPTH,NPHI,RHOB,GR,RT,PEF,CALI,DT
3200.0,0.075,2.605,9.348,8.331,7.451,8.547,64.49616676482755
3200.1,0.077,2.602,9.362,8.289,7.464,8.547,64.49616676482755
3200.2,0.078,2.599,9.545,8.247,7.405,8.547,64.49616676482755
3200.3,0.079,2.594,11.153,8.206,7.292,8.547,64.04965518853402
3200.4,0.078,2.589,12.592,8.165,7.167,8.547,64.04965518853402
3200.5,0.075,2.587,12.644,8.401,7.067,8.547,63.73518094708842
3200.6,0.074,2.589,13.029,8.3,7.01,8.547,64.00547125681025
3200.7,0.074,2.594,13.167,8.298,7.0,8.547,64.00547125681025
3200.8,0.075,2.599,13.246,8.301,7.033,8.547,64.05169992380186
3200.9,0.076,2.603,13.015,8.126,7.09,8.547,64.08312731829997
3201.0,0.077,2.604,13.116,8.433,7.142,8.547,64.04712086884378
3201.1,0.077,2.601,13.837,8.626,7.145,8.547,64.09343295739833
3201.2,0.078,2.599,13.227,8.773,7.094,8.547,64.06116758827349
3201.3,0.079,2.598,13.795,8.856,7.034,8.547,63.8618749357193
3201.4,0.078,2.601,14.341,8.711,7.016,8.557,64.07779601679297
3201.5,0.08,2.604,14.353,8.126,7.055,8.547,64.11385027594896
3201.6,0.081,2.606,16.054,8.088,7.12,8.547,64.61681872222293
3201.7,0.081,2.604,18.135,8.129,7.153,8.547,65.33648796308567
3201.8,0.081,2.602,20.566,8.158,7.134,8.547,65.83376560488358
3201.9,0.079,2.602,20.735,8.309,7.084,8.547,65.75009621054264
3202.0,0.075,2.605,19.704,8.487,7.052,8.547,65.3176725998453
3202.1,0.069,2.608,17.959,8.657,7.059,8.547,65.21669763780557
3202.2,0.064,2.61,15.662,8.814,7.092,8.547,64.43825156241876
3202.3,0.06,2.612,13.52,9.057,7.135,8.547,63.951529081673954
3202.4,0.059,2.614,10.747,9.273,7.166,8.547,63.85234252159211
3202.5,0.059,2.617,9.619,9.17,7.179,8.547,64.33477303527046
3202.6,0.061,2.618,8.816,9.164,7.187,8.547,63.719895901943914
3202.7,0.064,2.616,8.262,9.222,7.185,8.547,63.97057506162818
3202.8,0.068,2.611,8.138,9.205,7.184,8.547,63.97057506162818
3202.9,0.07,2.604,8.138,9.183,7.192,8.547,63.97057506162818
3203.0,0.07,2.6,9.435,9.129,7.228,8.547,64.33477303527046
3203.1,0.069,2.598,10.003,9.005,7.281,8.547,64.33477303527046
3203.2,0.069,2.598,9.591,8.86,7.33,8.547,64.32208462677184
3203.3,0.068,2.599,9.745,8.725,7.353,8.547,64.45951413850544
3203.4,0.068,2.601,9.739,8.502,7.348,8.547,64.45951413850544
3203.5,0.068,2.604,9.561,8.604,7.323,8.547,64.45951413850544
3203.6,0.066,2.605,8.704,8.64,7.292,8.547,64.09336667465469
3203.7,0.064,2.604,7.853,8.609,7.262,8.547,64.09336667465469
3203.8,0.063,2.601,7.555,8.58,7.244,8.547,64.09336667465469
3203.9,0.062,2.599,6.956,8.43,7.242,8.547,64.09336667465469
3204.0,0.061,2.6,6.327,8.197,7.266,8.547,64.12944521761135
3204.1,0.061,2.603,6.508,8.215,7.304,8.547,64.12944521761135
3204.2,0.062,2.606,6.104,7.966,7.326,8.547,64.12944521761135
3204.3,0.066,2.608,6.422,7.92,7.288,8.547,64.12944521761135
3204.4,0.073,2.607,6.338,7.963,7.186,8.547,64.12944521761135
3204.5,0.079,2.603,5.787,8.097,7.049,8.552,64.05163376052958
3204.6,0.086,2.595,7.03,8.111,6.926,8.555,64.07484471126878
3204.7,0.092,2.588,9.208,7.122,6.856,8.547,64.00120409529852
3204.8,0.097,2.583,12.313,6.277,6.85,8.547,63.49335786280662
3204.9,0.101,2.58,15.883,5.794,6.889,8.547,64.27197119208104
3205.0,0.103,2.578,18.757,5.624,6.936,8.547,65.25733036451135
3205.1,0.102,2.578,20.085,5.994,6.984,8.547,65.47071379747268
3205.2,0.099,2.581,21.209,6.803,7.042,8.547,65.20944317490282
3205.3,0.093,2.588,23.076,6.991,7.114,8.547,66.2913217334468
3205.4,0.087,2.596,22.074,6.756,7.193,8.547,65.90912222122296
3205.5,0.081,2.604,19.757,5.785,7.239,8.547,65.4379783389172
3205.6,0.076,2.607,18.18,5.725,7.24,8.547,65.33648796308567
3205.7,0.071,2.608,15.8,5.659,7.201,8.547,64.61681872222293
3205.8,0.067,2.606,13.736,6.532,7.152,8.547,64.12951160375124
3205.9,0.064,2.602,11.588,6.4,7.121,8.547,64.04965518853402
3206.0,0.064,2.598,9.156,7.015,7.126,8.555,64.2595480155595
3206.1,0.065,2.597,9.458,7.877,7.172,8.563,64.49616676482755
3206.2,0.065,2.598,12.29,7.668,7.246,8.578,64.04965518853402
3206.3,0.068,2.6,12.98,7.661,7.302,8.578,64.08312731829997
3206.4,0.072,2.601,12.994,7.624,7.314,8.555,64.08312731829997
3206.5,0.075,2.601,14.464,7.646,7.292,8.547,64.43180648421712
3206.6,0.077,2.6,16.012,7.593,7.259,8.547,64.61681872222293
3206.7,0.079,2.599,15.904,7.693,7.221,8.547,64.61681872222293
3206.8,0.08,2.597,16.774,7.695,7.181,8.547,65.0531378145273
3206.9,0.081,2.595,17.483,7.574,7.135,8.547,65.24084930910665
3207.0,0.082,2.592,17.805,7.578,7.088,8.547,65.25455607050256
3207.1,0.085,2.59,18.792,7.28,7.048,8.547,65.33283388887924
3207.2,0.089,2.589,20.633,7.121,7.016,8.547,65.75009621054264
3207.3,0.094,2.585,21.248,7.296,7.007,8.547,65.73345586104058
3207.4,0.098,2.579,21.914,7.791,7.026,8.547,65.28283435865153
3207.5,0.1,2.572,22.648,7.85,7.082,8.547,65.31543787441268
3207.6,0.098,2.567,21.772,7.394,7.157,8.547,65.22112999168135
3207.7,0.095,2.564,19.932,6.747,7.219,8.547,65.32085300622313
3207.8,0.09,2.566,16.897,6.75,7.265,8.555,64.71260995955753
3207.9,0.085,2.57,14.429,6.708,7.301,8.555,63.96735958692361
3208.0,0.081,2.575,12.924,6.855,7.325,8.547,63.829961597033815
3208.1,0.078,2.58,11.15,6.852,7.33,8.547,63.829961597033815
3208.2,0.077,2.583,10.463,6.849,7.316,8.547,63.88387261947467
3208.3,0.076,2.582,9.681,6.847,7.289,8.547,64.27221791504378
3208.4,0.077,2.577,9.188,6.844,7.251,8.547,64.03786066534546
3208.5,0.077,2.572,9.518,6.82,7.188,8.547,64.13502881522464
3208.6,0.078,2.569,9.607,6.761,7.1,8.547,64.13502881522464
3208.7,0.08,2.568,10.562,6.734,7.009,8.547,63.61900343674854
3208.8,0.082,2.568,11.023,6.5,6.939,8.547,63.6417826279591
3208.9,0.087,2.569,12.27,6.378,6.904,8.547,63.6417826279591
3209.0,0.096,2.57,15.415,6.486,6.894,8.547,63.75040166182242
3209.1,0.106,2.571,19.398,6.541,6.893,8.547,65.13689701530535
3209.2,0.116,2.571,22.834,6.449,6.881,8.547,67.01883998495958
3209.3,0.122,2.57,28.976,6.169,6.831,8.568,68.97145469024512
3209.4,0.124,2.571,33.25,5.497,6.775,8.578,70.18507375961286
3209.5,0.118,2.572,34.376,4.803,6.772,8.578,68.88861835400633
3209.6,0.108,2.573,32.219,4.368,6.842,8.568,67.07037712083115
3209.7,0.092,2.574,29.045,4.34,6.928,8.547,66.55258236353302
3209.8,0.078,2.578,24.28,5.091,6.955,8.547,66.08061256436687
3209.9,0.068,2.585,19.088,6.276,6.916,8.547,65.33932843222306
3210.0,0.063,2.594,15.069,7.81,6.851,8.535,64.39589402535033
3210.1,0.061,2.599,11.435,8.975,6.814,8.538,63.81828767365214
3210.2,0.062,2.599,9.972,8.911,6.831,8.547,64.26702895496169
3210.3,0.066,2.593,10.513,8.631,6.878,8.547,63.95937258448022
3210.4,0.072,2.587,11.012,8.229,6.937,8.547,63.79363352447372
3210.5,0.078,2.583,13.071,8.096,6.981,8.547,63.78619589451752
3210.6,0.082,2.583,15.142,8.149,7.012,8.547,64.17290533669618
3210.7,0.084,2.585,17.285,8.056,7.066,8.547,64.985699682124
3210.8,0.084,2.589,19.193,8.093,7.131,8.547,65.4379783389172
3210.9,0.082,2.594,19.611,7.924,7.176,8.547,65.4379783389172
3211.0,0.08,2.598,19.419,7.612,7.172,8.547,65.4379783389172
3211.1,0.077,2.598,18.907,7.387,7.115,8.547,65.41503868081323
3211.2,0.076,2.595,16.956,7.387,7.023,8.547,65.00182072065704
3211.3,0.075,2.59,15.142,7.644,6.933,8.547,64.39589402535033
3211.4,0.075,2.586,12.993,7.395,6.914,8.547,63.82673621875038
3211.5,0.076,2.586,12.828,7.31,6.988,8.547,63.77070353349008
3211.6,0.077,2.587,12.839,7.42,7.092,8.547,63.847572402792665
3211.7,0.079,2.588,12.727,7.069,7.124,8.547,63.847572402792665
3211.8,0.083,2.585,13.689,6.943,7.05,8.547,64.03622307545547
3211.9,0.086,2.58,15.37,6.773,6.939,8.547,64.17290533669618
3212.0,0.091,2.576,17.298,6.64,6.894,8.547,64.77298957742268
3212.1,0.094,2.573,18.375,6.329,6.951,8.547,64.95863532923671
3212.2,0.096,2.572,18.877,6.486,7.044,8.568,64.6612301624111
3212.3,0.099,2.572,20.887,6.548,7.112,8.563,65.14793064411042
3212.4,0.099,2.572,21.295,6.316,7.155,8.562,65.14793064411042
3212.5,0.096,2.572,20.45,5.592,7.183,8.547,65.03459817000791
3212.6,0.092,2.576,18.827,5.592,7.211,8.547,65.0686701710843
3212.7,0.084,2.581,17.492,5.727,7.263,8.562,65.00968669461837
3212.8,0.078,2.588,15.835,6.137,7.335,8.547,64.40975461363574
3212.9,0.071,2.593,13.393,7.032,7.397,8.547,64.12951160375124
3213.0,0.066,2.597,10.844,7.812,7.42,8.547,64.04965518853402
3213.1,0.063,2.599,9.829,7.848,7.405,8.547,64.49616676482755
3213.2,0.063,2.6,8.481,7.592,7.368,8.547,64.12944521761135
3213.3,0.063,2.599,8.32,7.216,7.312,8.547,64.12944521761135
3213.4,0.065,2.597,8.144,7.538,7.251,8.547,64.12944521761135
3213.5,0.066,2.594,7.75,7.68,7.2,8.547,64.12944521761135
3213.6,0.068,2.594,9.245,7.596,7.171,8.547,64.2595480155595
3213.7,0.072,2.594,10.402,7.656,7.151,8.547,64.10408209945136
3213.8,0.076,2.594,11.325,7.411,7.12,8.547,64.04965518853402
3213.9,0.08,2.593,12.784,7.633,7.085,8.57,63.972111300986484
3214.0,0.083,2.59,15.203,7.703,7.07,8.578,64.39589402535033
3214.1,0.086,2.587,18.554,7.579,7.102,8.562,65.20083148318494
3214.2,0.085,2.587,20.025,7.048,7.173,8.555,65.61574895854
3214.3,0.083,2.591,18.616,6.499,7.258,8.547,65.41503868081323
3214.4,0.08,2.596,18.263,6.329,7.329,8.547,65.33648796308567
3214.5,0.078,2.6,16.943,6.594,7.358,8.547,65.08287549879971
3214.6,0.075,2.601,14.187,7.284,7.331,8.547,64.1627977964665
3214.7,0.073,2.6,13.145,7.516,7.265,8.547,64.08312731829997
3214.8,0.073,2.6,12.699,7.305,7.2,8.547,64.04965518853402
3214.9,0.073,2.602,13.402,7.302,7.188,8.547,64.12951160375124
3215.0,0.074,2.604,14.33,7.244,7.228,8.547,64.19187148825218
3215.1,0.075,2.605,13.41,7.256,7.281,8.547,64.12951160375124
3215.2,0.076,2.603,12.703,7.083,7.312,8.547,64.04965518853402
3215.3,0.077,2.601,13.429,6.957,7.342,8.547,64.12951160375124
3215.4,0.076,2.601,13.971,6.894,7.407,8.547,64.12951160375124
3215.5,0.075,2.602,12.822,6.774,7.496,8.547,64.04965518853402
3215.6,0.074,2.603,11.305,6.633,7.557,8.547,64.04965518853402
3215.7,0.073,2.604,9.215,6.512,7.563,8.547,64.2595480155595
3215.8,0.071,2.604,8.436,6.413,7.561,8.547,64.12944521761135
3215.9,0.068,2.602,7.152,6.465,7.604,8.547,64.12944521761135
3216.0,0.064,2.599,5.712,6.42,7.67,8.562,64.12944521761135
3216.1,0.065,2.595,4.514,6.335,7.696,8.547,64.12944521761135
3216.2,0.066,2.592,4.229,6.129,7.621,8.547,64.12944521761135
3216.3,0.066,2.59,3.942,6.096,7.545,8.547,64.12944521761135
3216.4,0.067,2.591,3.41,6.086,7.469,8.547,64.12944521761135
3216.5,0.069,2.592,3.09,6.071,7.459,8.547,64.12944521761135
3216.6,0.07,2.591,3.538,6.109,7.504,8.547,64.12944521761135
3216.7,0.072,2.587,3.457,5.994,7.577,8.547,63.926666347384995
3216.8,0.073,2.582,3.5,5.75,7.645,8.553,63.90899506674705
3216.9,0.073,2.578,3.23,5.932,7.705,8.555,63.90899506674705
3217.0,0.072,2.578,2.994,5.609,7.753,8.547,63.801524182199714
3217.1,0.072,2.581,3.249,5.852,7.771,8.547,63.90899506674705
3217.2,0.071,2.585,3.125,5.871,7.749,8.547,64.11391629203386
3217.3,0.071,2.59,2.687,5.964,7.716,8.547,64.12944521761135
3217.4,0.07,2.594,3.049,6.09,7.703,8.547,64.12944521761135
3217.5,0.067,2.598,3.198,6.152,7.731,8.547,64.12944521761135
3217.6,0.064,2.603,3.535,6.374,7.788,8.547,64.12944521761135
3217.7,0.062,2.607,3.39,6.501,7.867,8.547,64.12944521761135
3217.8,0.061,2.61,3.608,6.701,7.948,8.547,64.12944521761135
3217.9,0.06,2.614,3.53,6.891,8.002,8.547,64.12944521761135
3218.0,0.06,2.618,3.987,6.985,7.987,8.547,63.877043987720796
3218.1,0.06,2.621,4.422,7.135,7.899,8.547,63.877043987720796
3218.2,0.06,2.622,4.772,7.152,7.772,8.547,63.60487548092439
3218.3,0.06,2.622,5.293,7.374,7.664,8.547,63.60487548092439
3218.4,0.06,2.623,5.68,7.426,7.62,8.547,63.60487548092439
3218.5,0.061,2.626,6.344,7.707,7.644,8.547,63.554109859550096
3218.6,0.062,2.629,7.634,7.688,7.702,8.547,63.554109859550096
3218.7,0.064,2.631,9.156,7.685,7.758,8.547,63.68099980704835
3218.8,0.066,2.631,10.329,7.71,7.784,8.547,63.52937175022876
3218.9,0.069,2.63,11.956,7.782,7.761,8.547,63.476284591451034
3219.0,0.073,2.629,14.064,7.861,7.693,8.547,64.07757860005813
3219.1,0.076,2.629,16.685,7.938,7.608,8.547,64.93832270972823
3219.2,0.078,2.63,19.071,7.979,7.547,8.547,65.38305889737477
3219.3,0.078,2.632,21.345,7.798,7.537,8.547,65.77792155515627
3219.4,0.076,2.633,22.362,7.557,7.56,8.547,65.85310100168499
3219.5,0.075,2.634,21.808,7.528,7.58,8.547,65.85310100168499
3219.6,0.074,2.634,22.705,7.515,7.583,8.551,66.03434283978066
3219.7,0.075,2.634,21.473,7.399,7.566,8.549,65.77792155515627
3219.8,0.076,2.636,20.72,7.419,7.567,8.547,65.77792155515627
3219.9,0.078,2.64,20.503,7.422,7.616,8.547,65.77792155515627
3220.0,0.08,2.644,21.013,7.355,7.689,8.547,65.77792155515627
3220.1,0.081,2.643,21.247,6.976,7.688,8.547,65.77792155515627
3220.2,0.084,2.635,21.77,6.399,7.595,8.547,65.85310100168499
3220.3,0.089,2.625,21.749,5.885,7.488,8.547,65.85310100168499
3220.4,0.095,2.618,21.268,5.701,7.405,8.547,65.83376560488358
3220.5,0.102,2.613,22.94,5.62,7.355,8.552,66.0465290233251
3220.6,0.106,2.609,24.754,5.462,7.334,8.555,66.75526609912939
3220.7,0.108,2.605,26.27,5.145,7.332,8.547,67.16139742246384
3220.8,0.106,2.602,27.048,4.527,7.335,8.562,67.08499945525342
3220.9,0.107,2.597,27.39,3.959,7.331,8.547,66.99927490068362
3221.0,0.105,2.593,25.981,3.676,7.324,8.547,66.93744413496388
3221.1,0.103,2.589,24.958,3.882,7.328,8.547,66.68636050078506
3221.2,0.101,2.587,24.808,3.748,7.357,8.555,66.08295832604578
3221.3,0.097,2.585,23.722,3.847,7.389,8.578,65.92028641626568
3221.4,0.099,2.585,24.141,3.901,7.394,8.555,65.92028641626568
3221.5,0.098,2.587,24.702,4.152,7.378,8.547,65.81488632316842
3221.6,0.097,2.588,24.013,4.21,7.379,8.547,65.71809517626622
3221.7,0.095,2.59,22.477,4.075,7.426,8.547,65.67141971625436
3221.8,0.094,2.59,22.344,4.09,7.489,8.547,65.49291796238285
3221.9,0.093,2.589,21.043,4.17,7.52,8.547,65.4188712128401
3222.0,0.093,2.589,22.287,4.233,7.533,8.547,65.49291796238285
3222.1,0.094,2.59,23.09,4.187,7.559,8.547,66.08879124907789
3222.2,0.095,2.592,22.302,4.254,7.61,8.547,65.49291796238285
3222.3,0.096,2.593,22.305,4.297,7.657,8.547,65.22086732190405
3222.4,0.096,2.592,21.942,4.322,7.67,8.547,65.22086732190405
3222.5,0.096,2.593,22.159,4.287,7.64,8.547,65.22086732190405
3222.6,0.095,2.594,22.367,4.226,7.572,8.528,65.67141971625436
3222.7,0.094,2.596,21.886,4.255,7.492,8.547,65.49291796238285
3222.8,0.094,2.596,22.354,4.203,7.422,8.547,65.49291796238285
3222.9,0.096,2.595,22.875,4.186,7.358,8.547,65.3649230944054
3223.0,0.098,2.594,23.425,4.255,7.296,8.547,65.84530042697835
3223.1,0.101,2.594,23.464,4.177,7.227,8.547,66.11371708592557
3223.2,0.103,2.595,24.186,4.2,7.162,8.547,66.41544133121234
3223.3,0.105,2.596,24.547,4.147,7.118,8.547,66.51510925264408
3223.4,0.107,2.596,25.56,3.987,7.113,8.547,66.93744413496388
3223.5,0.109,2.597,27.856,4.007,7.158,8.547,67.39750312164995
3223.6,0.112,2.597,28.556,3.859,7.238,8.547,67.89447139289047
3223.7,0.114,2.596,28.198,3.841,7.322,8.547,67.89447139289047
3223.8,0.116,2.594,28.214,3.746,7.364,8.547,68.3024429351279
3223.9,0.117,2.592,29.363,3.627,7.343,8.547,68.33953887413001
3224.0,0.118,2.592,31.012,3.629,7.28,8.547,68.61205861517736
3224.1,0.119,2.591,30.858,3.476,7.214,8.547,69.15133174092666
3224.2,0.12,2.589,30.177,3.393,7.177,8.547,69.15133174092666
3224.3,0.122,2.585,31.119,3.516,7.153,8.547,69.87597502296137
3224.4,0.122,2.583,31.336,3.377,7.112,8.566,69.61604398191528
3224.5,0.125,2.582,29.954,3.28,7.062,8.555,69.10697199474299
3224.6,0.124,2.582,30.875,3.243,7.02,8.562,69.16860780740951
3224.7,0.126,2.581,31.393,3.143,7.002,8.547,70.47636167588628
3224.8,0.127,2.579,32.474,3.16,6.982,8.547,70.69280621635035
3224.9,0.128,2.576,33.129,3.291,6.947,8.557,71.05479027447275
3225.0,0.128,2.574,32.479,3.415,6.884,8.563,71.05479027447275
3225.1,0.127,2.572,33.574,3.317,6.794,8.57,70.51427892022313
3225.2,0.128,2.57,34.25,3.35,6.704,8.547,70.96243413708902
3225.3,0.126,2.565,33.953,3.09,6.66,8.563,70.60174781763084
3225.4,0.126,2.561,35.044,3.351,6.679,8.566,70.60174781763084
3225.5,0.127,2.563,35.294,3.453,6.746,8.555,70.60174781763084
3225.6,0.125,2.57,35.305,3.751,6.819,8.562,69.84256890538755
3225.7,0.126,2.577,35.163,3.702,6.878,8.552,70.78089143267545
3225.8,0.122,2.58,34.171,3.758,6.927,8.578,69.83565673498543
3225.9,0.119,2.578,34.177,3.704,6.983,8.57,68.96305823873833
3226.0,0.115,2.575,32.292,3.796,7.046,8.562,68.50444848415982
3226.1,0.112,2.574,30.206,3.965,7.108,8.547,68.11975114421539
3226.2,0.106,2.577,28.432,4.441,7.139,8.547,66.8062072313417
3226.3,0.1,2.581,27.741,4.765,7.119,8.547,66.3485782354145
3226.4,0.096,2.586,27.103,4.874,7.079,8.547,66.28261976590143
3226.5,0.094,2.591,26.976,4.99,7.068,8.547,66.82848074342598
3226.6,0.093,2.597,26.412,4.921,7.121,8.547,66.91601305513721
3226.7,0.093,2.601,26.796,4.932,7.209,8.547,66.91601305513721
3226.8,0.094,2.603,27.074,4.95,7.273,8.547,66.91601305513721
3226.9,0.095,2.605,26.75,4.986,7.288,8.547,66.91601305513721
3227.0,0.096,2.608,26.772,5.017,7.284,8.547,66.59321893017353
3227.1,0.095,2.61,26.757,5.044,7.298,8.563,66.99187828016346
3227.2,0.097,2.611,26.585,4.945,7.35,8.578,66.59321893017353
3227.3,0.1,2.609,26.598,4.846,7.391,8.578,66.59321893017353
3227.4,0.103,2.604,26.669,4.668,7.398,8.578,67.08499945525342
3227.5,0.109,2.597,27.648,4.5,7.364,8.578,67.45472992312828
3227.6,0.116,2.591,29.282,4.264,7.308,8.578,68.3761876046127
3227.7,0.122,2.586,30.781,4.225,7.249,8.578,69.26339153016212
3227.8,0.129,2.582,32.481,4.057,7.203,8.578,71.13314599233539
3227.9,0.136,2.579,33.703,3.918,7.173,8.578,71.53868014346929
3228.0,0.141,2.576,36.314,3.548,7.147,8.578,71.9042782733631
3228.1,0.146,2.572,38.562,3.044,7.115,8.578,73.59848372652135
3228.2,0.145,2.568,38.466,2.788,7.075,8.597,72.736730228994
3228.3,0.15,2.565,38.891,2.795,7.038,8.578,73.64466268829152
3228.4,0.147,2.565,40.1,2.741,7.027,8.602,73.24422483712189
3228.5,0.145,2.567,40.452,2.804,7.057,8.625,72.736730228994
3228.6,0.141,2.57,39.306,2.953,7.125,8.625,71.70139900357987
3228.7,0.138,2.572,37.691,3.04,7.197,8.609,71.65204837134395
3228.8,0.13,2.574,36.117,2.983,7.237,8.578,71.22276333526142
3228.9,0.119,2.574,34.332,3.032,7.242,8.578,69.03517664226958
3229.0,0.108,2.577,30.81,3.177,7.242,8.57,67.21639352739393
3229.1,0.099,2.583,29.166,3.632,7.25,8.57,66.26543358371033
3229.2,0.096,2.59,27.718,3.94,7.257,8.559,66.5092228524845
3229.3,0.094,2.596,25.881,4.322,7.244,8.547,66.80384458884352
3229.4,0.095,2.602,25.874,4.286,7.212,8.547,66.80384458884352
3229.5,0.096,2.607,26.296,4.228,7.185,8.547,66.5092228524845
3229.6,0.099,2.608,25.482,4.223,7.171,8.549,66.44863638044548
3229.7,0.101,2.604,27.037,4.215,7.154,8.578,66.78523487980627
3229.8,0.107,2.597,28.525,4.186,7.127,8.578,66.99927490068362
3229.9,0.114,2.59,30.814,3.864,7.106,8.578,68.38298941468477
3230.0,0.122,2.586,32.429,3.79,7.117,8.578,69.8478075404718
3230.1,0.127,2.584,33.821,3.625,7.158,8.578,70.8584113586286
3230.2,0.131,2.585,34.56,3.515,7.203,8.578,71.03661286960809
3230.3,0.135,2.585,35.059,3.434,7.242,8.578,71.2635641168745
3230.4,0.132,2.586,34.725,3.506,7.276,8.631,70.54646321211138
3230.5,0.132,2.588,35.834,3.508,7.311,8.703,70.9516460507209
3230.6,0.139,2.59,35.505,3.307,7.35,8.631,71.71744312662673
3230.7,0.142,2.593,35.693,3.116,7.384,8.578,72.26528970838473
3230.8,0.139,2.595,34.785,2.946,7.406,8.602,71.71744312662673
3230.9,0.138,2.596,34.288,2.701,7.412,8.625,71.71744312662673
3231.0,0.139,2.595,34.201,2.665,7.411,8.59,71.71744312662673
3231.1,0.136,2.593,32.631,2.891,7.424,8.616,71.44180097507838
3231.2,0.136,2.592,34.198,3.211,7.45,8.625,71.5325024472284
3231.3,0.137,2.591,34.413,3.497,7.464,8.625,71.5325024472284
3231.4,0.138,2.59,36.33,3.635,7.468,8.625,71.71744312662673
3231.5,0.138,2.59,37.096,3.679,7.466,8.625,71.71744312662673
3231.6,0.136,2.591,36.601,3.404,7.465,8.625,71.5325024472284
3231.7,0.13,2.592,34.562,3.26,7.453,8.625,71.12706495044017
3231.8,0.121,2.592,33.364,3.427,7.427,8.613,69.36599682364597
3231.9,0.114,2.593,31.091,3.617,7.413,8.578,68.1278751034832
3232.0,0.105,2.594,28.525,3.88,7.425,8.578,66.99927490068362
3232.1,0.098,2.596,25.789,4.203,7.45,8.564,66.44863638044548
3232.2,0.096,2.599,23.539,4.443,7.462,8.547,65.8989460834225
3232.3,0.096,2.602,22.455,4.645,7.447,8.551,65.44497109189312
3232.4,0.097,2.604,22.558,4.712,7.432,8.547,65.44497109189312
3232.5,0.1,2.604,23.288,4.644,7.445,8.556,65.92699089090951
3232.6,0.101,2.6,24.347,4.468,7.469,8.578,66.36000814364436
3232.7,0.104,2.596,25.332,4.14,7.48,8.578,66.93744413496388
3232.8,0.108,2.593,25.434,4.048,7.479,8.578,66.93744413496388
3232.9,0.112,2.59,25.758,3.862,7.48,8.578,67.83032540012825
3233.0,0.116,2.588,25.924,4.248,7.492,8.578,67.99649912570547
3233.1,0.118,2.587,26.59,4.101,7.516,8.578,68.40279674575119
3233.2,0.113,2.586,27.48,4.009,7.55,8.606,67.44392382124302
3233.3,0.109,2.588,26.658,3.983,7.595,8.606,66.95598538169381
3233.4,0.103,2.59,25.533,3.915,7.64,8.615,66.7305022374552
3233.5,0.1,2.593,23.831,4.096,7.643,8.578,65.93705817946056
3233.6,0.095,2.596,24.228,4.236,7.575,8.578,66.25107797397226
3233.7,0.09,2.597,21.9,4.279,7.471,8.578,65.52548832827547
3233.8,0.086,2.598,20.714,4.587,7.399,8.578,65.49910259255144
3233.9,0.082,2.599,20.138,4.881,7.385,8.578,65.49910259255144
3234.0,0.079,2.602,18.404,4.855,7.401,8.578,65.08621417692075
3234.1,0.078,2.607,16.941,4.85,7.411,8.578,64.75863582592092
3234.2,0.081,2.61,16.394,4.861,7.412,8.552,64.52498966191438
3234.3,0.083,2.611,16.287,4.891,7.42,8.547,64.52498966191438
3234.4,0.087,2.611,17.167,4.949,7.43,8.547,64.75863582592092
3234.5,0.09,2.609,19.168,4.945,7.431,8.578,65.10883567794949
3234.6,0.096,2.606,21.577,4.973,7.429,8.578,65.19481992798327
3234.7,0.102,2.6,24.071,4.766,7.447,8.578,66.28945611265144
3234.8,0.107,2.594,25.84,4.513,7.472,8.578,66.9935939280966
3234.9,0.11,2.588,26.727,4.354,7.471,8.578,67.1998047061624
3235.0,0.114,2.583,25.723,4.334,7.424,8.578,67.60844302199821
3235.1,0.118,2.579,26.062,4.188,7.352,8.578,68.38148129188681
3235.2,0.122,2.576,28.367,3.762,7.299,8.578,68.73572738048101
3235.3,0.123,2.576,28.454,3.691,7.275,8.578,68.73572738048101
3235.4,0.122,2.578,28.311,3.937,7.276,8.578,68.73572738048101
3235.5,0.12,2.579,28.338,3.915,7.298,8.578,68.38148129188681
3235.6,0.116,2.579,26.554,3.954,7.314,8.578,68.04006045654606
3235.7,0.114,2.576,25.532,3.78,7.304,8.578,67.5729232303494
3235.8,0.113,2.572,26.078,3.826,7.267,8.578,67.478418888259
3235.9,0.114,2.571,26.135,3.572,7.237,8.578,67.478418888259
3236.0,0.115,2.572,26.661,3.76,7.236,8.578,67.87946122912527
3236.1,0.118,2.573,26.428,3.687,7.261,8.568,68.21864270296128
3236.2,0.115,2.573,25.239,3.643,7.299,8.578,67.8153545091653
3236.3,0.115,2.572,25.919,3.629,7.334,8.578,67.8153545091653
3236.4,0.117,2.572,25.628,3.587,7.357,8.578,67.8153545091653
3236.5,0.115,2.572,26.346,3.522,7.367,8.597,67.66436894906349
3236.6,0.117,2.574,27.203,3.425,7.359,8.625,67.8235584567803
3236.7,0.12,2.575,26.147,3.38,7.34,8.586,68.16196267684128
3236.8,0.12,2.575,25.289,3.325,7.325,8.578,68.31605266398907
3236.9,0.12,2.573,26.494,3.303,7.342,8.578,68.21864270296128
3237.0,0.119,2.572,26.19,3.304,7.398,8.578,68.21864270296128
3237.1,0.119,2.574,25.725,3.279,7.47,8.578,68.31605266398907
3237.2,0.119,2.578,25.687,3.348,7.511,8.578,68.31605266398907
3237.3,0.118,2.582,25.661,3.274,7.491,8.578,68.31605266398907
3237.4,0.118,2.583,25.512,3.243,7.433,8.578,68.31605266398907
3237.5,0.118,2.58,24.995,3.191,7.408,8.578,68.05042254335112
3237.6,0.118,2.576,24.917,3.359,7.476,8.578,68.05042254335112
